experiment_id,task_id,pattern,repeat_index,pattern_category,agent_count,stop_reason,duration_sec,total_tokens_in,total_tokens_out,total_tokens,turn_count,agent_turn_count,terminated_by,error,quality_score,converged_at
exp01,fact_01,sel3,0,B,3,Text 'TERMINATE' mentioned,107.65,3002,3059,6061,4,3,keyword,,,
exp01,fact_01,sel3,1,B,3,Text 'TERMINATE' mentioned,122.74,2636,2954,5590,4,3,keyword,,,
exp01,fact_01,sel3,2,B,3,Text 'TERMINATE' mentioned,130.72,3506,3883,7389,4,3,keyword,,,
exp01,fact_02,sel3,0,B,3,Text 'TERMINATE' mentioned,67.22,526,911,1437,3,2,keyword,,,
exp01,fact_02,sel3,1,B,3,Text 'TERMINATE' mentioned,61.04,608,910,1518,3,2,keyword,,,
exp01,fact_02,sel3,2,B,3,Text 'TERMINATE' mentioned,62.91,593,1097,1690,3,2,keyword,,,
exp01,fact_03,sel3,0,B,3,Text 'TERMINATE' mentioned,91.66,6024,5380,11404,4,3,keyword,,,
exp01,fact_03,sel3,1,B,3,Text 'TERMINATE' mentioned,96.82,5507,5341,10848,4,3,keyword,,,
exp01,fact_03,sel3,2,B,3,Text 'TERMINATE' mentioned,129.44,5043,4736,9779,4,3,keyword,,,
exp01,fact_04,sel3,0,B,3,Text 'TERMINATE' mentioned,74.1,1159,1630,2789,3,2,keyword,,,
exp01,fact_04,sel3,1,B,3,Text 'TERMINATE' mentioned,116.46,3696,3238,6934,4,3,keyword,,,
exp01,fact_04,sel3,2,B,3,Text 'TERMINATE' mentioned,117.99,3452,3841,7293,4,3,keyword,,,
exp01,fact_05,sel3,0,B,3,Text 'TERMINATE' mentioned,80.72,2074,2872,4946,3,2,keyword,,,
exp01,fact_05,sel3,1,B,3,Text 'TERMINATE' mentioned,139.61,5514,5870,11384,4,3,keyword,,,
exp01,fact_05,sel3,2,B,3,Text 'TERMINATE' mentioned,81.33,2221,3190,5411,3,2,keyword,,,
exp01,crea_01,sel3,0,B,3,Text 'TERMINATE' mentioned,161.01,2002,8059,10061,4,3,keyword,,,
exp01,crea_01,sel3,1,B,3,Text 'TERMINATE' mentioned,162.23,2128,7877,10005,4,3,keyword,,,
exp01,crea_01,sel3,2,B,3,Text 'TERMINATE' mentioned,157.77,1938,7815,9753,4,3,keyword,,,
exp01,crea_02,sel3,0,B,3,Text 'TERMINATE' mentioned,73.0,852,1229,2081,3,2,keyword,,,
exp01,crea_02,sel3,1,B,3,Text 'TERMINATE' mentioned,71.96,811,1119,1930,3,2,keyword,,,
exp01,crea_02,sel3,2,B,3,Text 'TERMINATE' mentioned,164.1,5565,4601,10166,5,4,keyword,,,
exp01,crea_03,sel3,0,B,3,Text 'TERMINATE' mentioned,80.08,1659,2391,4050,3,2,keyword,,,
exp01,crea_03,sel3,1,B,3,Text 'TERMINATE' mentioned,81.2,1525,2420,3945,3,2,keyword,,,
exp01,crea_03,sel3,2,B,3,Text 'TERMINATE' mentioned,86.34,1706,2822,4528,3,2,keyword,,,
exp01,crea_04,sel3,0,B,3,Text 'TERMINATE' mentioned,83.32,1713,2421,4134,3,2,keyword,,,
exp01,crea_04,sel3,1,B,3,Text 'TERMINATE' mentioned,93.1,1704,2577,4281,3,2,keyword,,,
exp01,crea_04,sel3,2,B,3,Text 'TERMINATE' mentioned,86.26,1847,2911,4758,3,2,keyword,,,
exp01,crea_05,sel3,0,B,3,Text 'TERMINATE' mentioned,79.65,1003,1990,2993,3,2,keyword,,,
exp01,crea_05,sel3,1,B,3,Text 'TERMINATE' mentioned,77.27,908,1765,2673,3,2,keyword,,,
exp01,crea_05,sel3,2,B,3,Text 'TERMINATE' mentioned,74.59,949,1520,2469,3,2,keyword,,,
exp01,anal_01,sel3,0,B,3,Text 'TERMINATE' mentioned,87.41,1370,2702,4072,3,2,keyword,,,
exp01,anal_01,sel3,1,B,3,Text 'TERMINATE' mentioned,77.02,1180,1643,2823,3,2,keyword,,,
exp01,anal_01,sel3,2,B,3,Text 'TERMINATE' mentioned,80.61,1450,2178,3628,3,2,keyword,,,
exp01,anal_02,sel3,0,B,3,Text 'TERMINATE' mentioned,137.39,4777,5376,10153,4,3,keyword,,,
exp01,anal_02,sel3,1,B,3,Text 'TERMINATE' mentioned,136.73,3821,5104,8925,4,3,keyword,,,
exp01,anal_02,sel3,2,B,3,Text 'TERMINATE' mentioned,141.35,4316,5668,9984,4,3,keyword,,,
exp01,anal_03,sel3,0,B,3,Text 'TERMINATE' mentioned,82.56,1078,2124,3202,3,2,keyword,,,
exp01,anal_03,sel3,1,B,3,Text 'TERMINATE' mentioned,78.05,1178,1868,3046,3,2,keyword,,,
exp01,anal_03,sel3,2,B,3,Text 'TERMINATE' mentioned,77.28,1146,1804,2950,3,2,keyword,,,
exp01,anal_04,sel3,0,B,3,Text 'TERMINATE' mentioned,96.21,2049,4250,6299,3,2,keyword,,,
exp01,anal_04,sel3,1,B,3,Text 'TERMINATE' mentioned,74.83,1658,3228,4886,3,2,keyword,,,
exp01,anal_04,sel3,2,B,3,Text 'TERMINATE' mentioned,65.14,1486,2507,3993,3,2,keyword,,,
exp01,anal_05,sel3,0,B,3,Text 'TERMINATE' mentioned,110.79,2061,7233,9294,4,3,keyword,,,
exp01,anal_05,sel3,1,B,3,Text 'TERMINATE' mentioned,120.34,1890,7873,9763,4,3,keyword,,,
exp01,anal_05,sel3,2,B,3,Text 'TERMINATE' mentioned,115.0,1526,7437,8963,4,3,keyword,,,
exp01,tech_01,sel3,0,B,3,Text 'TERMINATE' mentioned,188.3,69,15113,15182,4,3,keyword,,,
exp01,tech_01,sel3,1,B,3,Text 'TERMINATE' mentioned,203.0,69,17345,17414,4,3,keyword,,,
exp01,tech_01,sel3,2,B,3,Text 'TERMINATE' mentioned,210.39,69,17671,17740,4,3,keyword,,,
